Date,Size
1/1/2015,323
1/1/2014,317
1/1/2013,217
1/1/2012,159
1/1/2011,7
1/1/2010,7
1/1/2009,2
1/1/2008,2
1/1/2007,2
1/1/2006,2
1/1/2005,2
1/1/2004,2
1/1/2003,2
1/1/2002,2
1/1/2001,2
1/1/2000,2
total,323
