Date,Size
1/1/2015,448
1/1/2014,448
1/1/2013,448
1/1/2012,448
1/1/2011,223
1/1/2010,130
1/1/2009,118
1/1/2008,112
1/1/2007,77
1/1/2006,77
1/1/2005,77
1/1/2004,12
1/1/2003,12
1/1/2002,12
1/1/2001,12
1/1/2000,12
total,448
