Date,Size
1/1/2015,1340
1/1/2014,1220
1/1/2013,953
1/1/2012,803
1/1/2011,746
1/1/2010,602
1/1/2009,424
1/1/2008,261
1/1/2007,204
1/1/2006,31
1/1/2005,0
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,1340
