Date,Size
1/1/2015,6180
1/1/2014,6180
1/1/2013,6180
1/1/2012,6111
1/1/2011,6111
1/1/2010,5764
1/1/2009,3926
1/1/2008,820
1/1/2007,406
1/1/2006,167
1/1/2005,105
1/1/2004,68
1/1/2003,44
1/1/2002,11
1/1/2001,0
1/1/2000,0
total,6180
