Date,Size
1/1/2015,4660
1/1/2014,3975
1/1/2013,3727
1/1/2012,3436
1/1/2011,2652
1/1/2010,2112
1/1/2009,1499
1/1/2008,612
1/1/2007,318
1/1/2006,108
1/1/2005,97
1/1/2004,83
1/1/2003,14
1/1/2002,10
1/1/2001,10
1/1/2000,6
total,4829
