Date,Size
1/1/2015,577
1/1/2014,577
1/1/2013,577
1/1/2012,442
1/1/2011,313
1/1/2010,18
1/1/2009,10
1/1/2008,10
1/1/2007,10
1/1/2006,10
1/1/2005,10
1/1/2004,10
1/1/2003,10
1/1/2002,10
1/1/2001,10
1/1/2000,10
total,577
