Date,Size
1/1/2015,2786
1/1/2014,2746
1/1/2013,2388
1/1/2012,1532
1/1/2011,1197
1/1/2010,758
1/1/2009,579
1/1/2008,394
1/1/2007,228
1/1/2006,210
1/1/2005,154
1/1/2004,107
1/1/2003,107
1/1/2002,107
1/1/2001,107
1/1/2000,107
total,2786
