ZIP,State,Annual Average (kWh/m2/day)
5462,VT,3;87
5463,VT,3;77
5464,VT,3;77
5465,VT,3;86
5468,VT,3;76
5471,VT,3;73
5472,VT,3;86
5473,VT,3;84
5474,VT,3;79
5476,VT,3;60
5477,VT,3;85
5478,VT,3;76
5481,VT,3;62
5482,VT,3;79
5483,VT,3;75
5486,VT,3;89
5487,VT,3;89
5488,VT,3;65
5489,VT,3;85
5490,VT,3;95
5491,VT,3;80
5492,VT,3;83
5494,VT,3;89
5495,VT,3;82
5602,VT,3;79
5640,VT,3;68
5641,VT,3;71
5647,VT,3;75
5648,VT,3;74
5649,VT,3;68
5650,VT,3;74
5651,VT,3;68
5652,VT,3;77
5653,VT,3;75
5654,VT,3;73
5655,VT,3;80
5656,VT,3;79
5658,VT,3;74
5660,VT,3;81
5661,VT,3;76
5663,VT,3;82
5664,VT,3;91
5666,VT,3;63
5667,VT,3;71
5669,VT,3;75
5672,VT,3;80
5673,VT,3;83
5674,VT,3;87
5675,VT,3;74
5676,VT,3;84
5677,VT,3;83
5679,VT,3;79
5680,VT,3;76
5681,VT,3;80
5682,VT,3;80
5701,VT,3;71
5730,VT,3;80
5732,VT,3;69
5733,VT,3;81
5734,VT,3;82
5735,VT,3;73
5736,VT,3;70
5737,VT,3;70
5738,VT,3;71
5739,VT,3;69
5742,VT,3;76
5743,VT,3;71
5744,VT,3;76
5747,VT,3;88
5748,VT,3;89
5751,VT,3;74
5753,VT,3;86
5757,VT,3;68
5758,VT,3;77
5759,VT,3;68
5760,VT,3;76
5761,VT,3;63
5762,VT,3;75
5763,VT,3;73
5764,VT,3;69
5765,VT,3;70
5766,VT,3;91
5767,VT,3;80
5768,VT,3;65
5769,VT,3;83
5770,VT,3;76
5772,VT,3;79
5773,VT,3;66
5774,VT,3;64
5775,VT,3;64
5776,VT,3;63
5777,VT,3;69
5778,VT,3;81
5819,VT,3;63
5820,VT,3;70
5821,VT,3;65
5822,VT,3;67
5824,VT,3;62
5825,VT,3;66
5826,VT,3;74
5827,VT,3;72
5828,VT,3;68
5829,VT,3;41
5830,VT,3;41
5832,VT,3;66
5833,VT,3;56
5836,VT,3;72
5837,VT,3;67
5839,VT,3;69
5841,VT,3;70
5842,VT,3;69
5843,VT,3;76
5845,VT,3;67
5846,VT,3;57
5847,VT,3;68
5848,VT,3;58
5850,VT,3;67
5851,VT,3;65
5853,VT,3;50
5855,VT,3;50
5857,VT,3;51
5858,VT,3;65
5859,VT,3;60
5860,VT,3;64
5861,VT,3;62
5862,VT,3;71
5866,VT,3;70
5867,VT,3;66
5868,VT,3;58
5871,VT,3;66
5872,VT,3;55
5873,VT,3;72
5874,VT,3;63
5875,VT,3;68
5901,VT,3;36
5902,VT,3;34
5903,VT,3;41
5904,VT,3;61
5905,VT,3;52
5906,VT,3;58
5907,VT,3;42
6001,CT,3;78
6002,CT,3;72
6010,CT,3;82
6013,CT,3;81
6016,CT,3;68
6018,CT,3;72
6019,CT,3;79
6020,CT,3;80
6021,CT,3;79
6023,CT,3;78
6024,CT,3;71
6026,CT,3;69
6027,CT,3;79
6029,CT,3;70
6031,CT,3;72
6032,CT,3;78
6033,CT,3;77
6035,CT,3;72
6037,CT,3;81
6039,CT,3;71
6040,CT,3;74
6042,CT,3;70
6043,CT,3;73
6051,CT,3;78
6052,CT,3;81
6053,CT,3;78
6057,CT,3;81
6058,CT,3;76
6060,CT,3;81
6061,CT,3;80
6062,CT,3;84
6063,CT,3;78
6065,CT,3;77
6066,CT,3;71
6067,CT,3;77
6068,CT,3;70
6069,CT,3;74
6070,CT,3;76
6071,CT,3;73
6073,CT,3;79
6074,CT,3;68
6076,CT,3;78
6078,CT,3;66
6079,CT,3;72
6080,CT,3;66
6081,CT,3;70
6082,CT,3;68
6084,CT,3;74
6085,CT,3;80
6088,CT,3;67
6089,CT,3;83
6090,CT,3;76
6091,CT,3;81
6092,CT,3;81
6093,CT,3;67
6095,CT,3;68
6096,CT,3;66
6098,CT,3;78
6103,CT,3;71
6105,CT,3;72
6106,CT,3;72
6107,CT,3;74
6108,CT,3;68
6109,CT,3;75
6110,CT,3;74
6111,CT,3;76
6112,CT,3;71
6114,CT,3;72
6115,CT,3;71
6117,CT,3;73
6118,CT,3;70
6119,CT,3;74
6120,CT,3;68
6155,CT,3;71
6226,CT,3;79
6230,CT,3;79
6231,CT,3;86
6232,CT,3;81
6234,CT,3;79
6235,CT,3;77
6237,CT,3;81
6238,CT,3;75
6239,CT,3;81
6241,CT,3;78
6242,CT,3;80
6243,CT,3;81
6247,CT,3;79
6248,CT,3;82
6249,CT,3;84
6250,CT,3;76
6254,CT,3;84
6255,CT,3;73
6256,CT,3;75
6258,CT,3;77
6259,CT,3;78
6260,CT,3;77
6262,CT,3;73
6263,CT,3;77
6264,CT,3;80
6266,CT,3;82
6268,CT,3;76
6269,CT,3;77
6277,CT,3;74
6278,CT,3;78
6279,CT,3;77
6280,CT,3;79
6281,CT,3;79
6282,CT,3;82
6320,CT,3;87
6330,CT,3;82
6331,CT,3;80
6332,CT,3;81
6333,CT,3;92
6334,CT,3;87
6335,CT,3;84
6336,CT,3;87
6338,CT,3;89
6339,CT,3;86
6340,CT,3;86
6350,CT,3;80
6351,CT,3;83
6354,CT,3;84
6355,CT,3;87
6357,CT,3;97
6359,CT,3;87
6360,CT,3;84
6365,CT,3;85
6370,CT,3;89
6371,CT,3;94
6373,CT,3;85
6374,CT,3;82
6375,CT,3;87
6377,CT,3;86
6378,CT,3;88
6379,CT,3;87
6380,CT,3;84
6382,CT,3;87
6384,CT,3;87
6385,CT,3;92
6387,CT,3;81
6390,NY,4;00
6401,CT,3;89
6403,CT,3;87
6405,CT,3;92
6409,CT,3;98
6410,CT,3;84
6412,CT,3;92
6413,CT,3;99
6414,CT,3;83
6415,CT,3;87
6416,CT,3;79
6417,CT,3;92
6418,CT,3;89
6419,CT,3;93
6420,CT,3;89
6422,CT,3;86
6423,CT,3;88
6424,CT,3;85
6426,CT,3;95
6437,CT,3;93
6438,CT,3;86
6439,CT,3;87
6441,CT,3;86
6442,CT,3;98
6443,CT,3;97
6444,CT,3;85
6447,CT,3;85
6450,CT,3;82
6451,CT,3;81
6455,CT,3;85
6456,CT,3;83
6457,CT,3;82
6459,CT,3;84
6460,CT,3;84
6461,CT,3;96
6467,CT,3;83
6468,CT,3;90
6469,CT,3;87
6470,CT,3;84
6471,CT,3;90
6472,CT,3;88
6473,CT,3;88
6475,CT,3;98
6477,CT,3;88
6478,CT,3;87
6479,CT,3;83
6480,CT,3;82
6481,CT,3;82
6482,CT,3;84
6483,CT,3;88
6484,CT,3;91
6488,CT,3;81
6489,CT,3;84
6492,CT,3;84
6498,CT,3;98
6510,CT,3;88
6511,CT,3;87
6512,CT,3;87
6513,CT,3;90
6514,CT,3;87
6515,CT,3;88
6516,CT,3;85
6517,CT,3;89
6518,CT,3;87
6519,CT,3;85
6524,CT,3;88
6525,CT,3;89
6604,CT,3;84
6605,CT,3;81
6606,CT,3;87
6607,CT,3;67
6608,CT,3;82
6610,CT,3;82
6611,CT,3;93
6612,CT,3;90
6614,CT,3;86
6615,CT,3;82
6702,CT,3;86
6704,CT,3;84
6705,CT,3;86
6706,CT,3;86
6708,CT,3;86
6710,CT,3;86
6712,CT,3;86
6716,CT,3;85
6750,CT,3;82
6751,CT,3;81
6752,CT,3;79
6753,CT,3;79
6754,CT,3;78
6755,CT,3;79
6756,CT,3;80
6757,CT,3;77
6758,CT,3;81
6759,CT,3;81
6762,CT,3;85
6763,CT,3;82
6770,CT,3;85
6776,CT,3;82
6777,CT,3;81
6778,CT,3;83
6779,CT,3;83
6782,CT,3;84
6783,CT,3;80
6784,CT,3;80
6785,CT,3;80
6786,CT,3;84
6787,CT,3;83
6790,CT,3;80
6791,CT,3;82
6792,CT,3;81
6793,CT,3;82
6794,CT,3;83
6795,CT,3;82
6796,CT,3;76
6798,CT,3;80
6801,CT,3;86
6804,CT,3;81
6807,CT,3;84
6810,CT,3;89
6811,CT,3;88
6812,CT,3;82
6820,CT,3;85
6824,CT,3;92
6825,CT,3;92
6830,CT,3;80
6831,CT,3;86
6840,CT,3;91
6850,CT,3;82
6851,CT,3;92
6853,CT,3;74
6854,CT,3;84
6855,CT,3;87
6870,CT,3;87
6877,CT,3;91
6878,CT,3;87
6880,CT,3;93
6883,CT,3;92
6890,CT,3;94
6896,CT,3;91
6897,CT,3;92
6901,CT,3;87
6902,CT,3;83
6903,CT,3;88
6905,CT,3;87
6906,CT,3;87
6907,CT,3;87
7001,NJ,3;87
7002,NJ,3;77
7003,NJ,3;88
7004,NJ,3;87
7005,NJ,3;87
7006,NJ,3;87
7008,NJ,3;87
7009,NJ,3;88
7010,NJ,3;76
7011,NJ,3;86
7012,NJ,3;86
7013,NJ,3;86
7014,NJ,3;86
7016,NJ,3;88
7017,NJ,3;90
7018,NJ,3;90
7020,NJ,3;76
7021,NJ,3;88
7022,NJ,3;80
7023,NJ,3;88
7024,NJ,3;76
7026,NJ,3;85
7027,NJ,3;88
7028,NJ,3;88
7029,NJ,3;88
7030,NJ,3;79
7031,NJ,3;84
7032,NJ,3;84
7033,NJ,3;88
7034,NJ,3;87
7035,NJ,3;87
7036,NJ,3;87
7039,NJ,3;88
7040,NJ,3;91
7041,NJ,3;89
7042,NJ,3;88
7043,NJ,3;87
7044,NJ,3;88
7045,NJ,3;87
7046,NJ,3;87
7047,NJ,3;79
7050,NJ,3;91
7052,NJ,3;89
7054,NJ,3;87
7055,NJ,3;86
7057,NJ,3;85
7058,NJ,3;86
7059,NJ,3;86
7060,NJ,3;88
7062,NJ,3;88
7063,NJ,3;87
7064,NJ,3;86
7065,NJ,3;87
7066,NJ,3;88
7067,NJ,3;87
7068,NJ,3;87
7069,NJ,3;87
7070,NJ,3;83
7071,NJ,3;84
7072,NJ,3;85
7073,NJ,3;85
7074,NJ,3;84
7075,NJ,3;84
7076,NJ,3;88
7077,NJ,3;86
7078,NJ,3;89
7079,NJ,3;89
7080,NJ,3;87
7081,NJ,3;89
7082,NJ,3;87
7083,NJ,3;89
7086,NJ,3;79
7087,NJ,3;79
7088,NJ,3;91
7090,NJ,3;88
7092,NJ,3;88
7093,NJ,3;79
7094,NJ,3;84
7095,NJ,3;86
7102,NJ,3;88
7103,NJ,3;90
7104,NJ,3;88
7105,NJ,3;82
7106,NJ,3;91
7107,NJ,3;90
7108,NJ,3;90
7109,NJ,3;87
7110,NJ,3;86
7111,NJ,3;91
7112,NJ,3;89
7114,NJ,3;86
7201,NJ,3;82
7202,NJ,3;82
7203,NJ,3;88
7204,NJ,3;88
7205,NJ,3;90
7206,NJ,3;82
7208,NJ,3;88
7302,NJ,3;79
7304,NJ,3;79
7305,NJ,3;80
7306,NJ,3;79
7307,NJ,3;79
7310,NJ,3;79
7401,NJ,3;89
7403,NJ,3;88
7405,NJ,3;88
7407,NJ,3;85
7410,NJ,3;84
7416,NJ,3;76
7417,NJ,3;86
7418,NJ,3;81
7419,NJ,3;75
7420,NJ,3;88
7421,NJ,3;86
7422,NJ,3;81
7423,NJ,3;85
7424,NJ,3;86
7430,NJ,3;88
7432,NJ,3;86
7435,NJ,3;86
7436,NJ,3;86
7438,NJ,3;85
7439,NJ,3;77
7440,NJ,3;86
7442,NJ,3;87
7444,NJ,3;86
7446,NJ,3;89
7450,NJ,3;85
7452,NJ,3;84
7456,NJ,3;87
7457,NJ,3;87
7458,NJ,3;87
7460,NJ,3;82
7461,NJ,3;77
7462,NJ,3;79
7463,NJ,3;87
7465,NJ,3;88
7470,NJ,3;86
7480,NJ,3;87
7481,NJ,3;86
7495,NJ,3;89
7501,NJ,3;85
7502,NJ,3;85
7503,NJ,3;85
7504,NJ,3;84
7505,NJ,3;84
7506,NJ,3;84
7508,NJ,3;85
7512,NJ,3;86
7513,NJ,3;85
7514,NJ,3;84
7522,NJ,3;84
7524,NJ,3;84
7601,NJ,3;83
7603,NJ,3;84
7604,NJ,3;84
7605,NJ,3;80
7606,NJ,3;84
7607,NJ,3;83
7608,NJ,3;84
7620,NJ,3;83
7621,NJ,3;83
7624,NJ,3;83
7626,NJ,3;83
7627,NJ,3;83
7628,NJ,3;83
7630,NJ,3;83
7631,NJ,3;79
7632,NJ,3;79
7640,NJ,3;82
7641,NJ,3;83
7642,NJ,3;84
7643,NJ,3;84
7644,NJ,3;84
7645,NJ,3;85
7646,NJ,3;83
7647,NJ,3;82
7648,NJ,3;82
7649,NJ,3;83
7650,NJ,3;80
7652,NJ,3;84
7656,NJ,3;85
7657,NJ,3;80
7660,NJ,3;84
7661,NJ,3;83
7662,NJ,3;83
7663,NJ,3;84
7666,NJ,3;81
7670,NJ,3;82
7675,NJ,3;83
7676,NJ,3;84
7677,NJ,3;85
7701,NJ,3;89
7702,NJ,3;89
7703,NJ,3;89
7704,NJ,3;89
7711,NJ,3;84
7712,NJ,3;87
7716,NJ,3;74
7717,NJ,3;93
7718,NJ,3;64
7719,NJ,3;96
7720,NJ,3;94
7721,NJ,3;77
7722,NJ,3;90
7723,NJ,3;84
7724,NJ,3;91
7726,NJ,3;88
7727,NJ,3;96
7728,NJ,3;95
7730,NJ,3;72
7731,NJ,3;99
7732,NJ,3;74
7733,NJ,3;80
7734,NJ,3;66
7735,NJ,3;72
7737,NJ,3;75
7738,NJ,3;89
7739,NJ,3;89
7740,NJ,3;82
7746,NJ,3;88
7747,NJ,3;85
7748,NJ,3;76
7750,NJ,3;72
7751,NJ,3;84
7753,NJ,3;94
7755,NJ,3;84
7756,NJ,3;84
7757,NJ,3;85
7758,NJ,3;64
7760,NJ,3;74
7762,NJ,3;93
7764,NJ,3;91
7801,NJ,3;87
7803,NJ,3;87
7821,NJ,3;74
7822,NJ,3;71
7823,NJ,3;76
7825,NJ,3;72
7826,NJ,3;71
7827,NJ,3;73
7828,NJ,3;80
7830,NJ,3;85
7832,NJ,3;74
7833,NJ,3;75
7834,NJ,3;87
7836,NJ,3;86
7838,NJ,3;75
7840,NJ,3;78
7842,NJ,3;86
7843,NJ,3;79
7844,NJ,3;69
7847,NJ,3;83
7848,NJ,3;72
7849,NJ,3;80
7850,NJ,3;83
7851,NJ,3;67
7852,NJ,3;83
7853,NJ,3;84
7856,NJ,3;83
7857,NJ,3;81
7860,NJ,3;71
7863,NJ,3;78
7865,NJ,3;81
7866,NJ,3;88
7869,NJ,3;87
7871,NJ,3;76
7874,NJ,3;79
7876,NJ,3;88
7878,NJ,3;87
7880,NJ,3;80
7882,NJ,3;77
7885,NJ,3;84
7901,NJ,3;87
7920,NJ,3;85
7921,NJ,3;84
7922,NJ,3;88
7924,NJ,3;85
7927,NJ,3;87
7928,NJ,3;87
7930,NJ,3;86
7931,NJ,3;85
7932,NJ,3;87
7933,NJ,3;87
7934,NJ,3;86
7935,NJ,3;87
7936,NJ,3;87
7940,NJ,3;87
7945,NJ,3;86
7946,NJ,3;86
7950,NJ,3;87
7960,NJ,3;87
7974,NJ,3;87
7976,NJ,3;86
7977,NJ,3;86
7980,NJ,3;86
7981,NJ,3;87
8001,NJ,4;16
8002,NJ,4;00
8003,NJ,4;02
8004,NJ,4;05
8005,NJ,4;02
8006,NJ,3;99
8007,NJ,4;02
8008,NJ,4;05
8009,NJ,4;05
8010,NJ,3;88
8012,NJ,4;05
8014,NJ,4;04
8015,NJ,3;99
8016,NJ,3;89
8019,NJ,4;03
8020,NJ,4;04
8021,NJ,4;05
8022,NJ,3;89
8023,NJ,4;07
8026,NJ,4;04
8027,NJ,4;01
8028,NJ,4;09
8029,NJ,4;02
8030,NJ,4;00
8031,NJ,4;02
8032,NJ,4;08
8033,NJ,4;00
8034,NJ,4;01
8035,NJ,4;02
8036,NJ,3;98
8037,NJ,4;06
8039,NJ,4;10
8041,NJ,3;93
8043,NJ,4;03
8045,NJ,4;02
8046,NJ,3;91
8048,NJ,3;97
8049,NJ,4;02
8050,NJ,4;02
8051,NJ,4;07
8052,NJ,4;00
8053,NJ,4;03
8054,NJ,4;00
8055,NJ,4;01
8056,NJ,4;01
8057,NJ,3;95
8059,NJ,4;01
8060,NJ,3;94
8061,NJ,4;03
8062,NJ,4;10
8063,NJ,3;98
8064,NJ,3;97
8065,NJ,3;96
8066,NJ,3;94
8067,NJ,4;06
8068,NJ,3;95
8069,NJ,4;04
8070,NJ,4;06
8071,NJ,4;09
8073,NJ,3;90
8075,NJ,3;94
8077,NJ,3;95
8078,NJ,4;02
8079,NJ,4;12
8080,NJ,4;06
8081,NJ,4;07
8083,NJ,4;02
8084,NJ,4;03
8085,NJ,4;04
8086,NJ,3;98
8087,NJ,4;07
8088,NJ,4;01
8089,NJ,4;03
8090,NJ,4;06
8091,NJ,4;06
8092,NJ,4;05
8093,NJ,4;02
8094,NJ,4;09
8096,NJ,4;03
8097,NJ,4;02
8098,NJ,4;09
8102,NJ,3;95
8103,NJ,3;96
8104,NJ,3;98
8105,NJ,3;96
8106,NJ,4;00
8107,NJ,3;99
8108,NJ,4;00
8109,NJ,3;96
8110,NJ,3;98
8201,NJ,4;16
8202,NJ,4;25
8203,NJ,4;14
8204,NJ,4;25
8205,NJ,4;16
8210,NJ,4;26
8212,NJ,4;21
8214,NJ,4;27
8215,NJ,4;09
8219,NJ,4;31
8221,NJ,4;21
8223,NJ,4;24
8225,NJ,4;21
8226,NJ,4;21
8230,NJ,4;25
8232,NJ,4;17
8234,NJ,4;20
8240,NJ,4;16
8241,NJ,4;16
8242,NJ,4;26
8243,NJ,4;25
8244,NJ,4;24
8247,NJ,4;17
8251,NJ,4;21
8260,NJ,4;23
8270,NJ,4;27
8302,NJ,4;18
8310,NJ,4;12
8311,NJ,4;23
8312,NJ,4;10
8314,NJ,4;32
8315,NJ,4;30
8316,NJ,4;31
8317,NJ,4;18
8318,NJ,4;12
8319,NJ,4;19
8321,NJ,4;27
8322,NJ,4;10
8323,NJ,4;17
8324,NJ,4;33
8326,NJ,4;11
8327,NJ,4;31
8328,NJ,4;09
8329,NJ,4;31
8330,NJ,4;15
8332,NJ,4;19
8340,NJ,4;13
8341,NJ,4;11
8342,NJ,4;13
8343,NJ,4;10
8344,NJ,4;11
8345,NJ,4;26
8346,NJ,4;12
8348,NJ,4;26
8349,NJ,4;28
8350,NJ,4;13
8352,NJ,4;16
8353,NJ,4;19
8360,NJ,4;11
8361,NJ,4;13
8401,NJ,4;16
8402,NJ,4;15
8403,NJ,4;21
8406,NJ,4;15
8501,NJ,3;92
8502,NJ,3;89
8505,NJ,3;87
8510,NJ,3;94
8511,NJ,3;98
8512,NJ,3;84
8514,NJ,3;96
8515,NJ,3;93
8518,NJ,3;87
8520,NJ,3;89
8525,NJ,3;88
8527,NJ,3;97
8528,NJ,3;88
8530,NJ,3;88
8533,NJ,3;97
8534,NJ,3;90
8535,NJ,3;87
8536,NJ,3;88
8540,NJ,3;90
8542,NJ,3;92
8544,NJ,3;92
8550,NJ,3;88
8551,NJ,3;87
8553,NJ,3;91
8554,NJ,3;87
8555,NJ,3;86
8556,NJ,3;86
8558,NJ,3;90
8559,NJ,3;86
8560,NJ,3;90
8561,NJ,3;85
8562,NJ,3;94
8608,NJ,3;89
8609,NJ,3;89
8610,NJ,3;88
8611,NJ,3;85
8618,NJ,3;90
8619,NJ,3;91
8620,NJ,3;92
8628,NJ,3;91
8629,NJ,3;89
8638,NJ,3;89
8640,NJ,3;97
8641,NJ,3;98
8648,NJ,3;91
8690,NJ,3;90
8691,NJ,3;91
8701,NJ,4;00
8720,NJ,3;96
8721,NJ,3;99
8722,NJ,3;96
8723,NJ,4;01
8724,NJ,3;98
8730,NJ,3;94
8731,NJ,3;99
8732,NJ,3;98
8733,NJ,3;95
8734,NJ,4;01
8735,NJ,3;90
8736,NJ,3;94
8738,NJ,3;96
8740,NJ,3;98
8741,NJ,3;98
8742,NJ,3;94
8750,NJ,3;93
8751,NJ,3;91
8752,NJ,3;95
8753,NJ,3;98
8755,NJ,3;98
8757,NJ,3;96
8758,NJ,4;01
8759,NJ,3;97
8801,NJ,3;85
8802,NJ,3;81
8804,NJ,3;80
8805,NJ,3;87
8807,NJ,3;85
8809,NJ,3;83
8810,NJ,3;82
8812,NJ,3;87
8816,NJ,3;87
8817,NJ,3;88
8820,NJ,3;88
8821,NJ,3;86
8822,NJ,3;86
8823,NJ,3;91
8824,NJ,3;91
8825,NJ,3;85
8826,NJ,3;83
8827,NJ,3;82
8828,NJ,3;81
8829,NJ,3;83
8830,NJ,3;86
8831,NJ,3;86
8832,NJ,3;86
8833,NJ,3;85
8835,NJ,3;86
8836,NJ,3;86
8837,NJ,3;88
8840,NJ,3;87
8844,NJ,3;88
8846,NJ,3;87
8848,NJ,3;81
8850,NJ,3;89
8852,NJ,3;87
8853,NJ,3;86
8854,NJ,3;87
8857,NJ,3;84
8858,NJ,3;85
8859,NJ,3;83
8861,NJ,3;83
8863,NJ,3;86
8865,NJ,3;76
8867,NJ,3;84
8869,NJ,3;86
8872,NJ,3;84
8873,NJ,3;89
8876,NJ,3;85
8879,NJ,3;85
8880,NJ,3;87
8882,NJ,3;89
8884,NJ,3;86
8885,NJ,3;86
8886,NJ,3;78
8887,NJ,3;86
8888,NJ,3;85
8889,NJ,3;85
8901,NJ,3;89
8902,NJ,3;90
8904,NJ,3;88
10001,NY,3;79
10002,NY,3;79
10003,NY,3;79
10004,NY,3;82
10005,NY,3;79
10006,NY,3;79
10007,NY,3;79
10009,NY,3;79
10010,NY,3;79
10011,NY,3;79
10012,NY,3;79
10013,NY,3;79
10014,NY,3;79
10016,NY,3;79
10017,NY,3;79
10018,NY,3;79
10019,NY,3;79
10020,NY,3;79
10021,NY,3;79
10022,NY,3;79
10023,NY,3;79
10024,NY,3;79
10025,NY,3;78
10026,NY,3;78
10027,NY,3;76
10028,NY,3;79
10029,NY,3;78
10030,NY,3;76
10031,NY,3;76
10032,NY,3;76
10033,NY,3;76
10034,NY,3;76
10035,NY,3;78
10036,NY,3;79
10037,NY,3;76
10038,NY,3;82
10039,NY,3;76
10040,NY,3;76
10044,NY,3;79
10045,NY,3;79
10065,NY,3;79
10069,NY,3;79
10075,NY,3;79
10105,NY,3;79
10112,NY,3;79
10118,NY,3;79
10119,NY,3;79
10123,NY,3;79
10128,NY,3;79
10151,NY,3;79
10154,NY,3;79
10158,NY,3;79
10171,NY,3;79
10178,NY,3;79
10199,NY,3;79
10270,NY,3;79
10278,NY,3;79
10279,NY,3;79
10280,NY,3;78
10281,NY,3;79
10282,NY,3;79
10285,NY,3;79
10301,NY,3;77
10302,NY,3;76
10303,NY,3;82
10304,NY,3;79
10305,NY,3;80
10306,NY,3;81
10307,NY,3;81
10308,NY,3;89
10309,NY,3;87
10310,NY,3;76
10311,NY,3;76
10312,NY,3;87
10314,NY,3;85
10451,NY,3;76
10452,NY,3;76
10453,NY,3;79
10454,NY,3;74
10455,NY,3;76
10456,NY,3;79
10457,NY,3;79
10458,NY,3;79
10459,NY,3;79
10460,NY,3;82
10461,NY,3;82
10462,NY,3;82
10463,NY,3;79
10464,NY,3;79
10465,NY,3;79
10466,NY,3;85
10467,NY,3;82
10468,NY,3;79
10469,NY,3;82
10470,NY,3;85
10471,NY,3;82
10472,NY,3;82
10473,NY,3;82
10474,NY,3;74
10475,NY,3;82
10501,NY,3;87
10502,NY,3;83
10504,NY,3;87
10505,NY,3;84
10506,NY,3;90
10507,NY,3;90
10509,NY,3;85
10510,NY,3;87
10511,NY,3;73
10512,NY,3;83
10514,NY,3;88
10516,NY,3;85
10517,NY,3;85
10518,NY,3;92
10519,NY,3;83
10520,NY,3;80
10522,NY,3;83
10523,NY,3;79
10524,NY,3;85
10526,NY,3;86
10527,NY,3;84
10528,NY,3;90
10530,NY,3;82
10532,NY,3;83
10533,NY,3;79
10535,NY,3;84
10536,NY,3;87
10537,NY,3;85
10538,NY,3;90
10541,NY,3;84
10542,NY,3;84
10543,NY,3;90
10545,NY,3;81
10546,NY,3;87
10547,NY,3;85
10548,NY,3;73
10549,NY,3;90
10550,NY,3;85
10552,NY,3;88
10553,NY,3;88
10560,NY,3;87
10562,NY,3;85
10566,NY,3;82
10567,NY,3;82
10570,NY,3;87
10573,NY,3;76
10576,NY,3;90
10577,NY,3;80
10578,NY,3;83
10579,NY,3;85
10580,NY,3;80
10583,NY,3;84
10588,NY,3;84
10589,NY,3;87
10590,NY,3;91
10591,NY,3;80
10594,NY,3;92
10595,NY,3;83
10596,NY,3;73
10597,NY,3;89
10598,NY,3;86
10601,NY,3;80
10603,NY,3;79
10604,NY,3;80
10605,NY,3;85
10606,NY,3;80
10607,NY,3;79
10701,NY,3;85
10703,NY,3;88
10704,NY,3;88
10705,NY,3;85
10706,NY,3;83
10707,NY,3;88
10708,NY,3;88
10709,NY,3;89
10710,NY,3;88
10801,NY,3;84
10803,NY,3;84
10804,NY,3;89
10805,NY,3;82
10901,NY,3;88
10913,NY,3;81
10916,NY,3;79
10917,NY,3;85
10918,NY,3;83
10919,NY,3;76
10920,NY,3;80
10921,NY,3;74
10922,NY,3;85
10923,NY,3;82
10924,NY,3;77
10925,NY,3;86
10926,NY,3;87
10927,NY,3;77
10928,NY,3;86
10930,NY,3;84
10931,NY,3;89
10932,NY,3;78
10933,NY,3;73
10940,NY,3;74
10941,NY,3;78
10950,NY,3;86
10952,NY,3;87
10953,NY,3;82
10954,NY,3;83
10956,NY,3;84
10958,NY,3;76
10960,NY,3;81
10962,NY,3;81
10963,NY,3;75
10964,NY,3;82
10965,NY,3;83
10968,NY,3;80
10969,NY,3;75
10970,NY,3;88
10973,NY,3;73
10974,NY,3;88
10975,NY,3;89
10976,NY,3;81
10977,NY,3;86
10980,NY,3;86
10983,NY,3;81
10984,NY,3;88
10985,NY,3;78
10986,NY,3;83
10987,NY,3;89
10989,NY,3;81
10990,NY,3;81
10992,NY,3;82
10993,NY,3;73
10994,NY,3;81
10996,NY,3;84
10998,NY,3;73
11001,NY,3;78
11003,NY,3;84
11004,NY,3;78
11005,NY,3;78
11010,NY,3;87
11020,NY,3;78
11021,NY,3;78
11023,NY,3;77
11024,NY,3;77
11030,NY,3;75
11040,NY,3;78
11042,NY,3;78
11050,NY,3;72
11096,NY,3;84
11101,NY,3;79
11102,NY,3;79
11103,NY,3;72
11104,NY,3;79
11105,NY,3;72
11106,NY,3;79
11109,NY,3;79
11120,NY,3;79
11201,NY,3;82
11203,NY,3;91
11204,NY,3;84
11205,NY,3;85
11206,NY,3;85
11207,NY,3;82
11208,NY,3;73
11209,NY,3;77
11210,NY,3;91
11211,NY,3;79
11212,NY,3;82
11213,NY,3;91
11214,NY,3;81
11215,NY,3;91
11216,NY,3;91
11217,NY,3;91
11218,NY,3;91
11219,NY,3;84
11220,NY,3;84
11221,NY,3;85
11222,NY,3;79
11223,NY,3;86
11224,NY,3;77
11225,NY,3;91
11226,NY,3;91
11228,NY,3;84
11229,NY,3;86
11230,NY,3;91
11231,NY,3;84
11232,NY,3;84
11233,NY,3;91
11234,NY,3;82
11235,NY,3;81
11236,NY,3;82
11237,NY,3;85
11238,NY,3;91
11239,NY,3;73
11249,NY,3;85
11252,NY,3;77
11354,NY,3;66
11355,NY,3;66
11356,NY,3;66
11357,NY,3;75
11358,NY,3;72
11359,NY,3;78
11360,NY,3;78
11361,NY,3;78
11362,NY,3;78
11363,NY,3;78
11364,NY,3;78
11365,NY,3;72
11366,NY,3;72
11367,NY,3;66
11368,NY,3;66
11369,NY,3;66
11370,NY,3;72
11372,NY,3;66
11373,NY,3;66
11374,NY,3;66
11375,NY,3;66
11377,NY,3;72
11378,NY,3;72
11379,NY,3;72
11385,NY,3;77
11411,NY,3;81
11412,NY,3;81
11413,NY,3;84
11414,NY,3;73
11415,NY,3;66
11416,NY,3;73
11417,NY,3;73
11418,NY,3;70
11419,NY,3;73
11420,NY,3;78
