Zipcode,State,Size,Cost,Date,Latitude,Longitude,Solar Radiation - Annual Average (kWh/m2/day),County,INCITS
95070,CA,5.17,28275.0,12/20/2010,37.83,-122.22,5;36,Kings,6085
93536,CA,5.17,41256.6,12/27/2010,33.90,-117.61,5;32,San Diego,6037
92562,CA,5.17,29071.87,12/28/2010,33.90,-117.61,5;19,San Bernardino,6065
92657,CA,5.17,33021.0,07/29/2009,33.90,-117.61,5;19,Yolo,51137
94024,CA,5.17,26935.7,09/13/2011,33.90,-117.61,5;19,Los Angeles,6085
91901,CA,5.17,39450.0,09/16/2011,33.89,-117.78,5;19,Sonoma,6073
94536,CA,5.17,39809.0,09/19/2011,33.89,-117.78,5;42,Los Angeles,6001
95070,CA,5.17,39188.6,09/20/2011,33.89,-117.78,5;44,Orange,6085
91941,CA,5.17,43324.6,09/21/2009,37.84,-122.23,5;44,Kings,6073
92504,CA,5.17,32312.5,09/23/2009,37.86,-122.27,5;44,Ventura,6065
94566,CA,5.17,33601.0,10/20/2009,37.86,-122.24,5;44,Orange,6001
91763,CA,5.17,26935.7,09/20/2011,37.90,-122.28,5;83,Orange,6071
90803,CA,5.17,34565.17,11/13/2009,34.33,-119.31,5;71,Tulare,6037
95403,CA,5.17,30600.0,11/18/2009,34.28,-119.22,6;43,Contra Costa,6097
90712,CA,5.17,29545.74,11/24/2009,34.27,-119.16,6;43,Orange,6037
95020,CA,5.17,43324.6,12/2/2009,34.23,-119.07,5;53,San Bernardino,6085
92567,CA,5.17,35932.0,12/11/2009,37.96,-122.38,5;87,Orange,6065
95448,CA,5.17,28435.0,12/23/2009,37.97,-122.50,5;95,San Diego,6097
95762,CA,5.17,29260.0,09/21/2011,37.89,-122.47,6;16,Fresno,6017
95403,CA,5.17,30000.0,09/26/2011,38.33,-122.97,6;06,Placer,6097
92067,CA,5.17,38250.0,12/15/2010,38.34,-122.70,5;49,Orange,6073
93433,CA,5.17,26935.7,09/29/2011,38.34,-122.70,5;11,Los Angeles,6079
94505,CA,5.17,30311.75,09/29/2011,38.34,-122.70,0,Solano,0
93726,CA,5.17,29599.0,09/30/2011,38.31,-122.70,5;74,Ventura,6019
95121,CA,5.17,26935.7,10/3/2011,37.89,-122.56,5;57,San Diego,6085
92679,CA,5.17,26935.7,10/5/2011,37.89,-122.56,4;92,San Diego,51137
94523,CA,5.17,36872.36,10/7/2011,38.13,-122.56,8;23,San Bernardino,6013
95667,CA,5.17,30381.0,10/7/2011,38.13,-122.56,6;46,San Diego,6017
90630,CA,5.17,26935.7,10/7/2011,38.06,-122.54,5;36,Contra Costa,51137
92677,CA,5.17,39964.1,10/12/2011,38.21,-122.76,6;46,Santa Clara,51137
93727,CA,5.17,26283.0,10/17/2011,38.21,-122.76,6;44,Contra Costa,6019
92562,CA,5.17,33641.67,10/17/2011,38.21,-122.76,5;92,Los Angeles,6065
95624,CA,5.17,21766.0,7/10/2012,38.21,-122.76,5;42,Tulare,6067
95662,CA,5.17,41257.0,02/27/2012,37.96,-122.55,5;49,Sonoma,6067
90034,CA,5.17,26200.0,07/23/2012,37.00,-121.87,5;91,Contra Costa,6037
90046,CA,5.17,26428.8,11/2/2012,37.00,-121.87,6;06,San Mateo,6037
91607,CA,5.17,26428.8,5/2/2012,37.00,-121.87,0,Sonoma,6037
90039,CA,5.17,25720.75,06/22/2012,37.00,-121.87,6;07,Orange,6037
90046,CA,5.17,35000.0,05/17/2012,37.10,-122.08,5;74,Tulare,6037
91401,CA,5.17,25720.75,03/29/2012,37.16,-122.15,5;91,Santa Clara,6037
91324,CA,5.17,25850.54,6/1/2012,34.30,-118.72,5;38,Sonoma,6037
91324,CA,5.17,26428.8,05/17/2012,34.30,-118.72,7;03,Placer,6037
91607,CA,5.17,28241.65,12/12/2012,33.11,-117.16,5;64,Orange,6037
90018,CA,5.17,24552.0,08/31/2012,32.96,-117.12,8;13,San Diego,6037
95138,CA,5.17,25000.0,10/26/2011,38.78,-122.92,5;68,San Diego,6085
91343,CA,5.17,26428.8,4/4/2012,34.24,-118.55,6;60,Ventura,6037
90025,CA,5.17,31190.0,12/10/2012,39.04,-122.93,5;36,Orange,6037
91367,CA,5.17,25850.0,10/9/2012,38.48,-122.90,6;36,Santa Clara,6037
91367,CA,5.17,26428.8,2/9/2012,33.10,-117.29,5;46,Riverside,6037
93611,CA,5.17,30209.0,11/3/2011,0,0,6;59,San Mateo,6019
94952,CA,5.17,26858.03,11/3/2011,38.71,-121.85,7;33,Amador,6097
95123,CA,5.17,7534.0,11/3/2011,33.64,-117.67,5;76,San Bernardino,6085
95037,CA,5.17,26105.0,11/4/2011,39.21,-123.69,5;10,Riverside,6085
92336,CA,5.17,38775.0,11/4/2011,34.74,-117.35,5;63,Solano,6071
92065,CA,5.17,39188.6,11/8/2011,32.77,-116.86,5;76,San Bernardino,6073
94549,CA,5.17,35414.5,11/8/2011,38.13,-122.56,6;15,San Diego,6013
92240,CA,5.17,26935.7,11/14/2011,34.73,-120.24,5;17,Orange,6065
92509,CA,5.17,33902.48,11/16/2011,33.13,-116.98,5;41,Orange,6065
95682,CA,5.17,26935.7,11/21/2011,36.75,-119.67,7;00,Nevada,6017
92027,CA,5.17,26935.7,11/22/2011,37.96,-122.55,6;06,Orange,6073
91911,CA,5.17,25720.75,05/31/2012,33.74,-117.89,0,Marin,6073
92019,CA,5.17,41256.6,01/18/2012,37.73,-121.42,5;37,Riverside,6073
92691,CA,5.17,29831.0,11/22/2011,36.91,-119.58,5;43,Los Angeles,51137
94568,CA,5.17,27383.2,11/23/2011,0,0,5;54,San Bernardino,6001
92025,CA,5.17,25704.0,9/7/2012,37.25,-121.67,0,Los Angeles,6073
94582,CA,5.17,26935.7,11/23/2011,38.80,-121.24,5;55,San Luis Obispo,0
92027,CA,5.17,26935.7,04/18/2012,37.73,-121.42,4;11,Yolo,6073
92028,CA,5.17,28435.0,6/12/2012,38.44,-122.78,0,Placer,6073
92054,CA,5.17,24500.0,7/10/2012,34.53,-118.40,5;57,Los Angeles,6073
92057,CA,5.17,34506.0,2/3/2012,33.61,-117.61,5;66,Orange,6073
92065,CA,5.17,39188.6,01/25/2012,34.49,-117.36,5;71,San Diego,6073
92078,CA,5.17,25720.75,07/26/2012,37.83,-121.95,0,El Dorado,6073
92084,CA,5.17,39188.6,01/13/2012,37.00,-119.15,5;68,Los Angeles,6073
92117,CA,5.17,42000.0,2/2/2012,37.83,-122.10,5;67,Santa Clara,6073
92117,CA,5.17,39740.0,04/23/2012,34.19,-118.81,5;68,Los Angeles,6073
92117,CA,5.17,21500.0,09/19/2012,37.04,-122.10,5;72,Riverside,6073
92120,CA,5.17,21100.0,11/8/2012,34.14,-117.85,5;72,Orange,6073
92120,CA,5.17,39188.6,01/26/2012,34.72,-118.48,6;14,Santa Clara,6073
92124,CA,5.17,41993.0,06/26/2012,32.74,-117.17,6;13,San Diego,6073
92131,CA,5.17,42808.8,4/9/2012,33.66,-117.97,6;64,Alameda,6073
92673,CA,5.17,42808.8,03/19/2012,37.95,-122.02,5;62,Santa Clara,51137
92673,CA,5.17,42808.8,5/12/2012,38.76,-121.16,5;69,San Diego,51137
92677,CA,5.17,39964.1,2/6/2012,34.44,-119.61,0,Riverside,51137
92688,CA,5.17,11182.13,7/3/2012,33.09,-117.27,5;73,Alameda,51137
92649,CA,5.17,31082.35,11/23/2011,38.53,-122.81,8;13,San Bernardino,51137
92061,CA,5.17,31591.0,06/27/2012,33.94,-116.97,4;95,Los Angeles,6073
92225,CA,5.17,24465.0,09/20/2012,36.91,-119.58,6;36,Sonoma,6065
93210,CA,5.17,30813.2,9/11/2012,0,0,6;39,Los Angeles,6019
93210,CA,5.17,40535.0,5/4/2012,32.81,-117.19,6;30,Santa Clara,6019
93245,CA,5.17,26935.7,04/26/2012,33.82,-118.11,5;57,Riverside,36047
93280,CA,5.17,31020.0,04/16/2012,38.23,-122.12,5;57,Sonoma,6029
93306,CA,5.17,25720.75,06/26/2012,0,0,5;97,El Dorado,6029
93306,CA,5.17,25720.75,7/3/2012,37.37,-122.21,5;53,Sonoma,6029
93063,CA,5.17,26935.7,11/28/2011,37.77,-122.49,5;79,San Diego,6111
93309,CA,5.17,25684.0,8/9/2012,0,0,6;01,San Luis Obispo,6029
93312,CA,5.17,27132.0,9/10/2012,33.85,-117.79,6;18,0,6029
93312,CA,5.17,25720.75,09/24/2012,38.62,-121.32,6;59,Fresno,6029
93313,CA,5.17,26935.7,04/26/2012,38.59,-121.49,7;63,Santa Clara,6029
92354,CA,5.17,20545.48,12/31/2012,0,0,6;30,Orange,6071
93247,CA,5.17,22853.43,07/25/2012,38.68,-121.45,5;77,Contra Costa,6107
93630,CA,5.17,30270.86,07/31/2012,38.58,-121.37,5;98,El Dorado,6019
94124,CA,5.17,31483.26,09/30/2012,38.60,-121.26,5;22,Orange,0
94563,CA,5.17,26935.7,11/30/2011,38.44,-121.30,5;46,Orange,6013
95340,CA,5.17,26935.7,12/1/2011,38.44,-121.30,5;59,Fresno,6047
95687,CA,5.17,26935.7,12/1/2011,41.31,-122.32,5;94,Riverside,6095
92679,CA,5.17,26935.7,12/1/2011,38.73,-120.80,6;73,Sacramento,51137
93314,CA,5.17,32313.0,11/18/2012,34.46,-118.57,5;22,Sacramento,0
93433,CA,5.17,26935.7,02/16/2012,33.89,-117.78,5;70,Los Angeles,6079
93611,CA,5.17,30209.0,2/8/2012,38.01,-121.38,5;08,Los Angeles,6019
93612,CA,5.17,29728.0,09/18/2012,38.18,-120.88,6;60,Los Angeles,6019
93657,CA,5.17,27791.0,6/4/2012,0,0,6;18,Los Angeles,6019
93720,CA,5.17,25720.75,6/4/2012,38.53,-121.66,5;20,Los Angeles,6019
93726,CA,5.17,29599.0,02/16/2012,34.49,-117.36,6;26,Los Angeles,6019
93727,CA,5.17,38809.0,10/10/2012,37.86,-122.27,6;20,Los Angeles,6019
93727,CA,5.17,26283.0,4/4/2012,34.19,-118.81,5;76,Los Angeles,6019
93727,CA,5.17,32054.0,6/6/2012,34.16,-118.08,5;71,Los Angeles,6019
93727,CA,5.17,27141.0,05/15/2012,34.21,-118.88,0,Los Angeles,6019
93727,CA,5.17,40535.0,10/18/2012,33.64,-117.67,5;71,Santa Clara,6019
93727,CA,5.17,30319.0,5/8/2012,33.94,-117.95,5;52,Los Angeles,6019
93906,CA,5.17,23730.3,10/8/2012,34.10,-117.81,6;64,Los Angeles,6053
94018,CA,5.17,26935.7,3/7/2012,33.87,-117.89,5;36,Los Angeles,6081
94024,CA,5.17,26935.7,04/17/2012,38.68,-121.05,4;85,Los Angeles,6085
94025,CA,5.17,22864.28,8/9/2012,32.89,-117.07,6;65,Fresno,6081
94061,CA,5.17,25223.0,10/31/2012,32.85,-116.99,6;16,Sonoma,6081
94087,CA,5.17,28759.0,06/21/2012,34.14,-117.85,5;77,Santa Clara,6085
94121,CA,5.17,31941.4,01/30/2012,33.77,-116.34,5;91,Santa Clara,0
94131,CA,5.17,25720.75,10/12/2012,34.21,-118.88,6;31,San Bernardino,0
94520,CA,5.17,24162.0,7/2/2012,38.48,-121.64,6;78,San Diego,6013
93422,CA,5.17,22930.0,7/6/2011,32.79,-117.06,5;57,Contra Costa,6079
92124,CA,5.17,23371.48,7/6/2011,33.05,-117.25,6;43,Riverside,6073
90241,CA,5.17,33232.6,7/2/2011,38.52,-123.01,8;17,Riverside,6037
92373,CA,5.17,47000.0,06/28/2011,33.92,-117.86,6;18,El Dorado,6071
95682,CA,5.17,34460.0,06/27/2011,36.29,-119.38,5;57,San Diego,6017
92117,CA,5.17,42000.0,06/27/2011,34.40,-118.40,6;66,San Diego,6073
93662,CA,5.17,35890.0,06/22/2011,33.05,-117.25,5;24,San Diego,6019
92630,CA,5.17,41256.6,06/21/2011,38.66,-121.62,5;59,Orange,51137
94533,CA,5.17,43000.0,06/21/2011,37.83,-122.22,5;40,Alameda,6095
92688,CA,5.17,41256.6,06/20/2011,32.69,-116.80,5;22,San Diego,51137
93463,CA,5.17,19260.41,06/20/2011,39.18,-120.98,5;96,0,6083
93704,CA,5.17,32500.0,06/16/2011,38.01,-122.25,6;09,San Diego,6019
92021,CA,5.17,23265.0,06/14/2011,34.13,-118.02,6;17,San Diego,6073
93727,CA,5.17,31005.0,6/9/2011,35.20,-118.86,5;79,San Diego,6019
92544,CA,5.17,27441.62,6/8/2011,33.99,-117.81,6;98,San Diego,6065
93710,CA,5.17,30400.0,6/8/2011,37.86,-121.64,7;55,San Diego,6019
95620,CA,5.17,35250.0,6/7/2011,0,0,6;22,San Diego,6095
95620,CA,5.17,47000.0,6/7/2011,37.16,-122.15,6;17,San Diego,6095
95376,CA,5.17,47000.0,6/7/2011,33.76,-117.79,7;33,San Diego,6077
95237,CA,5.17,43000.0,6/7/2011,34.46,-118.57,7;03,San Diego,6077
92399,CA,5.17,46000.0,6/3/2011,33.57,-117.72,6;03,San Diego,6071
93702,CA,5.17,30590.0,6/2/2011,32.99,-117.25,5;50,San Diego,6019
92131,CA,5.17,28158.0,6/1/2011,34.37,-118.61,5;91,San Diego,6073
92120,CA,5.17,26317.0,6/1/2011,37.98,-120.39,6;98,San Diego,6073
91764,CA,5.17,26519.0,05/31/2011,38.48,-121.64,5;75,San Diego,6071
95401,CA,5.17,27603.0,05/31/2011,34.12,-118.05,6;41,Orange,6097
94510,CA,5.17,31401.0,05/27/2011,33.25,-116.98,6;30,Orange,6095
92120,CA,5.17,27894.0,05/27/2011,34.06,-117.17,5;57,Orange,6073
95119,CA,5.17,23758.0,05/18/2011,33.60,-117.64,5;93,Orange,6085
92592,CA,5.17,27392.0,05/17/2011,34.30,-118.72,5;71,Orange,6065
92880,CA,5.17,32636.0,05/16/2011,34.57,-117.15,6;39,San Diego,6065
95125,CA,5.17,28690.0,05/13/2011,32.79,-116.96,5;89,Riverside,6085
94552,CA,5.17,43000.0,5/12/2011,37.71,-121.91,6;31,Fresno,6001
94550,CA,5.17,47000.0,5/12/2011,34.41,-118.56,5;86,Fresno,6001
95476,CA,5.17,33206.0,5/10/2011,33.86,-118.33,5;61,Kings,6097
95762,CA,5.17,31000.0,5/6/2011,33.92,-117.86,6;24,Kern,6017
95377,CA,5.17,47000.0,5/4/2011,33.84,-118.14,5;62,Kern,6077
94542,CA,5.17,43000.0,5/4/2011,33.67,-117.90,6;31,Kern,6001
90740,CA,5.17,47000.0,5/3/2011,36.40,-119.38,5;37,Ventura,51137
95648,CA,5.17,43000.0,5/3/2011,33.22,-117.10,6;11,Kern,6061
95376,CA,5.17,45500.0,5/3/2011,34.17,-118.95,5;98,Kern,6077
94598,CA,5.17,47000.0,5/3/2011,33.21,-117.20,5;37,Kern,6013
94596,CA,5.17,42000.0,5/3/2011,32.80,-116.71,5;10,Kern,6013
94531,CA,5.17,47000.0,5/3/2011,33.85,-116.56,6;43,San Bernardino,6013
95682,CA,5.17,43000.0,04/29/2011,34.12,-118.76,6;98,Tulare,6017
94517,CA,5.17,22247.57,04/29/2011,34.17,-118.95,6;42,Fresno,6013
94010,CA,5.17,28605.0,04/27/2011,34.72,-118.48,5;44,San Francisco,6081
95076,CA,5.17,26350.0,04/22/2011,34.53,-118.40,5;55,0,6087
90402,CA,5.17,39964.1,04/20/2011,33.99,-117.53,5;49,Contra Costa,6037
92270,CA,5.17,41256.6,04/18/2011,38.00,-121.83,6;26,Merced,6065
91784,CA,5.17,47000.0,04/18/2011,33.02,-117.12,5;67,Solano,6071
95602,CA,5.17,41256.6,04/18/2011,32.80,-116.71,6;65,Orange,6061
92886,CA,5.17,27026.0,04/14/2011,33.08,-117.13,6;65,0,51137
92835,CA,5.17,26879.0,04/14/2011,35.43,-118.83,7;06,San Luis Obispo,51137
90620,CA,5.17,47000.0,04/14/2011,34.21,-118.88,5;55,Fresno,51137
95076,CA,5.17,25465.0,04/14/2011,33.64,-117.67,6;19,Fresno,6087
93722,CA,5.17,33570.0,04/14/2011,37.22,-121.78,7;41,Fresno,6019
93611,CA,5.17,30398.0,04/14/2011,38.81,-121.28,5;89,Fresno,6019
90266,CA,5.17,31229.16,4/5/2011,34.20,-118.13,5;50,Fresno,6037
92064,CA,5.17,25337.0,03/21/2011,36.91,-120.19,5;95,Fresno,6073
92234,CA,5.17,17276.03,03/16/2011,39.19,-120.83,6;30,Fresno,6065
94533,CA,5.17,29952.0,3/7/2011,33.90,-117.61,6;07,Fresno,6095
93727,CA,5.17,30790.0,3/7/2011,33.27,-117.28,6;02,Fresno,6019
92544,CA,5.17,28639.0,02/22/2011,34.08,-117.46,6;01,Fresno,6065
94403,CA,5.17,41256.6,2/10/2011,33.89,-117.78,6;63,Fresno,6081
95120,CA,5.17,24778.0,2/4/2011,33.25,-116.98,5;73,Monterey,6085
95470,CA,5.17,29475.0,2/1/2011,32.81,-117.19,6;83,San Mateo,6045
95648,CA,5.17,30252.0,01/31/2011,32.71,-116.99,5;42,Santa Clara,6061
93454,CA,5.17,16300.0,01/30/2011,32.79,-117.06,6;19,San Mateo,6083
93611,CA,5.17,41256.6,01/27/2011,32.81,-117.19,5;53,San Mateo,6019
93001,CA,5.17,27932.41,01/26/2011,33.71,-117.94,5;95,Santa Clara,6111
91709,CA,5.17,41360.0,01/25/2011,34.30,-118.72,6;42,San Francisco,6071
92603,CA,5.17,31366.0,01/22/2011,32.80,-116.71,5;45,0,51137
92867,CA,5.17,33083.12,01/21/2011,34.25,-118.78,5;47,San Francisco,51137
95946,CA,5.17,30664.0,01/21/2011,37.00,-121.87,6;05,0,6057
93730,CA,5.17,28942.0,1/11/2011,33.79,-117.78,5;24,Contra Costa,0
92562,CA,5.17,29557.0,1/5/2011,37.81,-121.97,5;52,San Luis Obispo,6065
95129,CA,5.172,33500.0,07/20/2005,35.18,-119.21,6;72,San Diego,6085
90402,CA,5.175,41296.5,11/3/2011,33.88,-117.72,5;31,Los Angeles,6037
91304,CA,5.175,0.0,03/13/2012,34.37,-118.61,6;20,San Bernardino,6037
95624,CA,5.175,46000.0,10/24/2011,34.37,-118.61,5;87,El Dorado,6067
95630,CA,5.175,42300.0,11/29/2011,34.22,-117.37,5;71,San Diego,6067
95662,CA,5.175,51875.0,12/12/2011,33.79,-117.78,5;59,Fresno,6067
91381,CA,5.175,35073.0,09/26/2013,34.23,-118.14,7;85,Orange,6037
95066,CA,5.175,40988.79,08/17/2009,34.61,-118.27,5;71,Solano,6087
92692,CA,5.175,43988.0,08/25/2009,33.98,-117.65,5;88,Orange,51137
93309,CA,5.175,33896.0,12/6/2010,33.74,-117.82,6;11,Santa Barbara,6029
95973,CA,5.175,21380.28,04/16/2010,39.71,-121.81,5;30,Fresno,46019
95023,CA,5.175,42300.0,05/23/2012,34.21,-118.88,6;82,San Diego,6069
95066,CA,5.175,40988.79,3/1/2010,34.05,-117.46,5;17,Fresno,6087
95120,CA,5.175,30375.0,03/13/2013,36.29,-119.82,5;17,Riverside,6085
95366,CA,5.175,42300.0,6/8/2012,32.89,-117.07,6;10,Fresno,6077
95376,CA,5.175,46000.0,12/14/2011,34.14,-117.45,5;42,Solano,6077
95648,CA,5.175,12378.37,03/28/2012,38.53,-121.66,5;89,Solano,6061
95973,CA,5.175,21380.28,11/11/2010,34.51,-118.68,6;05,San Joaquin,46019
95118,CA,5.175,44650.0,08/17/2012,38.50,-122.76,5;41,San Joaquin,6085
95136,CA,5.175,45000.0,4/4/2012,34.11,-118.67,5;65,San Bernardino,6085
91737,CA,5.175,31725.0,4/2/2012,33.87,-117.89,4;54,Fresno,6071
92346,CA,5.175,44300.0,5/4/2012,36.27,-119.63,5;41,San Diego,6071
92399,CA,5.175,31725.0,06/19/2012,34.25,-118.78,5;53,San Diego,6071
92692,CA,5.175,43988.0,11/23/2009,33.85,-118.04,5;99,San Bernardino,51137
93263,CA,5.175,24476.71,01/22/2013,33.60,-117.71,5;91,Sonoma,6029
94552,CA,5.175,45500.0,12/6/2011,36.37,-119.18,5;50,Solano,6001
93309,CA,5.175,33896.0,3/7/2011,37.89,-122.19,5;79,San Diego,6029
94517,CA,5.175,43000.0,4/10/2012,33.76,-117.79,5;55,Santa Clara,6013
94526,CA,5.175,31488.0,11/4/2011,34.14,-117.61,5;22,Riverside,6013
94552,CA,5.175,45500.0,1/9/2012,33.79,-118.06,5;35,Riverside,6001
94552,CA,5.175,45500.0,12/26/2011,32.97,-117.02,6;36,Santa Clara,6001
95630,CA,5.175,42300.0,3/6/2012,36.84,-119.82,5;64,Alameda,6067
95624,CA,5.175,46000.0,01/24/2012,38.81,-121.28,5;91,Alameda,6067
95662,CA,5.175,51875.0,3/7/2012,33.92,-117.86,6;39,Sonoma,6067
94526,CA,5.175,31488.0,9/12/2011,34.50,-118.01,5;15,El Dorado,6013
95662,CA,5.175,51875.0,1/4/2012,38.41,-122.01,6;09,San Joaquin,6067
95630,CA,5.175,42300.0,01/20/2012,34.23,-119.07,6;77,Alameda,6067
91304,CA,5.175,39654.9,03/13/2012,32.71,-116.99,7;75,Orange,6037
94552,CA,5.175,45500.0,11/17/2011,33.13,-117.30,5;71,Placer,6001
95376,CA,5.175,46000.0,11/18/2011,34.19,-117.61,6;77,San Joaquin,6077
90402,CA,5.175,41296.5,06/23/2011,33.09,-117.27,6;05,Contra Costa,6037
92604,CA,51.768,33000.0,5/2/2001,37.96,-122.38,5;47,Contra Costa,51137
94022,CA,5.177,40430.0,10/27/2000,37.17,-121.65,5;15,Contra Costa,6085
94085,CA,5.178,39897.0,10/25/2005,37.90,-122.11,5;96,El Dorado,6085
92308,CA,5.18,35016.8,11/14/2011,34.06,-118.81,5;12,Contra Costa,6071
92308,CA,5.18,32718.0,12/21/2011,36.28,-119.03,5;32,San Mateo,6071
94586,CA,5.18,24934.13,2/6/2007,38.53,-122.81,7;54,Santa Cruz,6001
94549,CA,5.18,39250.75,9/12/2003,37.88,-121.84,7;99,Los Angeles,6013
94087,CA,5.18,39849.0,09/24/2003,37.50,-122.47,7;24,Riverside,6085
95070,CA,5.18,40794.0,12/3/2003,38.24,-122.46,5;81,San Bernardino,6085
93420,CA,5.18,30089.0,11/5/2003,33.87,-117.89,6;30,Placer,6079
94539,CA,5.18,35510.0,06/29/2004,36.30,-119.19,5;73,Orange,6001
95409,CA,5.18,41957.0,1/8/2004,37.25,-121.88,5;76,Orange,6097
95035,CA,5.18,38563.0,11/17/2004,38.45,-122.68,7;99,Orange,6085
92284,CA,5.18,0.0,12/5/2011,38.81,-121.16,5;22,Santa Cruz,6071
92270,CA,5.18,29708.0,6/7/2011,33.79,-117.78,5;30,Fresno,6065
92307,CA,5.18,34706.0,11/18/2011,33.05,-117.25,6;13,Fresno,6071
91789,CA,5.18,29285.0,04/21/2011,32.77,-117.18,6;64,Los Angeles,6037
92223,CA,5.18,39803.0,6/6/2012,34.19,-118.81,5;88,San Diego,6065
92346,CA,5.18,0.0,11/14/2011,33.61,-117.61,7;33,Riverside,6071
93230,CA,5.18,43137.0,09/24/2007,37.25,-121.88,6;25,Solano,36047
90402,CA,5.18,36923.0,12/1/2010,33.78,-117.33,5;30,Fresno,6037
91350,CA,5.18,32064.2,10/24/2011,37.49,-122.26,5;78,Riverside,6037
91354,CA,5.18,30821.0,8/9/2011,38.38,-120.64,6;98,San Mateo,6037
91384,CA,5.18,34654.2,09/22/2011,34.00,-117.12,5;48,Santa Clara,6037
95065,CA,5.18,34238.0,08/17/2009,33.70,-116.40,5;88,Mendocino,6087
95648,CA,5.18,34087.0,08/18/2009,38.41,-122.01,6;17,Placer,6061
91007,CA,5.18,38750.0,03/19/2010,34.00,-117.12,6;28,Santa Barbara,6037
93314,CA,5.18,43670.0,01/24/2008,32.67,-117.01,5;68,Fresno,0
91016,CA,5.18,44144.0,1/9/2008,33.60,-117.71,5;98,Ventura,6037
94589,CA,5.18,40839.0,05/21/2008,33.75,-118.07,5;15,San Bernardino,6095
94019,CA,5.18,39827.0,06/17/2008,39.18,-121.20,5;42,Orange,6081
91737,CA,5.18,39856.0,09/17/2010,33.53,-117.70,5;40,Orange,6071
95765,CA,5.18,36714.0,08/20/2008,38.06,-122.54,6;03,Nevada,6061
95973,CA,5.18,44348.0,02/13/2009,33.72,-116.51,6;63,0,46019
90266,CA,5.18,32530.4,10/22/2010,34.69,-117.90,5;63,Riverside,6037
95405,CA,5.18,31022.6,6/4/2010,34.04,-117.01,5;79,Santa Clara,6097
95004,CA,5.18,27260.0,07/22/2010,34.09,-117.96,5;42,Los Angeles,6053
90402,CA,5.18,36923.0,8/5/2010,35.16,-120.43,5;17,Los Angeles,6037
91737,CA,5.18,39856.0,08/17/2010,38.53,-121.66,5;67,Sacramento,6071
94707,CA,5.18,39886.0,9/2/2010,38.85,-121.18,5;71,Sacramento,6001
94550,CA,5.18,26521.6,09/15/2010,34.69,-117.90,0,Sacramento,6001
94566,CA,5.18,26366.2,09/15/2010,33.67,-117.90,5;90,Los Angeles,6001
95401,CA,5.18,29705.1,09/17/2010,33.13,-117.30,5;93,Santa Cruz,6097
95123,CA,5.18,25900.0,09/18/2010,38.73,-120.80,5;81,Orange,6085
95401,CA,5.18,29797.0,09/20/2010,34.46,-118.57,5;59,Kern,6097
95123,CA,5.18,25900.0,09/24/2010,37.25,-122.06,6;13,Butte,6085
94526,CA,5.18,26303.0,09/30/2010,34.72,-118.48,5;31,San Benito,6013
95032,CA,5.18,26936.0,10/13/2010,33.54,-117.33,5;12,Santa Cruz,6085
95123,CA,5.18,26521.6,10/26/2010,33.60,-117.82,5;92,Santa Clara,6085
94704,CA,5.18,26827.0,11/10/2010,37.34,-122.11,6;25,San Joaquin,6001
95120,CA,5.18,25900.0,11/11/2010,32.80,-116.71,5;72,San Joaquin,6085
95135,CA,5.18,26521.6,11/22/2010,37.56,-121.98,5;75,Placer,6085
95135,CA,5.18,26521.6,11/29/2010,37.25,-122.06,5;65,Butte,6085
94550,CA,5.18,26403.2,12/3/2010,32.75,-116.99,5;87,Santa Clara,6001
95682,CA,5.18,37966.0,01/26/2009,33.90,-117.40,6;04,Santa Clara,6017
94558,CA,5.18,34572.01,6/2/2009,37.65,-121.85,5;79,San Bernardino,6055
95648,CA,5.18,34205.0,8/12/2009,34.07,-117.70,5;87,San Bernardino,6061
95004,CA,5.18,27895.0,03/25/2010,33.75,-118.13,6;05,San Bernardino,6053
92127,CA,5.18,30153.95,4/6/2010,38.50,-122.76,6;16,Orange,6073
93309,CA,5.18,30047.7,04/19/2010,33.84,-118.14,6;16,Kern,6029
91343,CA,5.18,31704.0,07/26/2010,37.06,-121.55,6;04,Alameda,6037
91352,CA,5.18,50787.8,03/16/2010,33.82,-117.10,5;72,Kern,6037
91423,CA,5.18,37425.0,09/18/2009,38.63,-122.89,6;06,Contra Costa,6037
93401,CA,5.18,38928.4,04/16/2004,38.68,-121.05,6;23,Contra Costa,6079
91724,CA,5.18,52200.0,11/15/2005,38.50,-122.76,5;59,Alameda,6037
94952,CA,5.18,44027.91,08/13/2004,33.02,-117.19,6;31,Alameda,6097
94070,CA,5.18,39627.0,06/14/2004,35.12,-120.61,6;31,Sacramento,6081
92107,CA,5.18,38176.0,11/19/2004,37.86,-121.64,5;93,Sacramento,6073
94553,CA,5.18,45782.0,2/8/2005,0,0,5;19,Sacramento,6013
95014,CA,5.18,29600.0,08/30/2011,36.79,-119.76,5;93,Contra Costa,6085
95032,CA,5.18,23535.0,7/9/2012,37.30,-121.80,6;10,Sacramento,6085
95032,CA,5.18,26936.0,8/4/2011,33.61,-117.54,6;63,Sacramento,6085
95037,CA,5.18,24622.8,02/15/2012,37.95,-122.07,6;70,Los Angeles,6085
95065,CA,5.18,34238.0,12/7/2009,38.73,-120.80,5;42,Alameda,6087
95065,CA,5.18,29340.7,8/1/2011,33.81,-118.03,8;02,San Joaquin,6087
95070,CA,5.18,24156.6,2/1/2012,33.53,-117.70,6;15,Los Angeles,6085
